System,NodeID,SpeciesID,StageID,Stage,SpeciesID.StageID,WorkingName,OrganismalGroup,NodeType,Resolution,ResolutionNotes,Feeding,Lifestyle(stage),Lifestyle(species),ConsumerStrategy(stage),HabitatAffiliation,Mobility,Residency,NativeStatus,BodySize(g),BodySizeSD,BodySizeN,BodySizeEstimation,BodySizeNotes,Abundance(no./ha),Abundance95%CL,AbundanceDF,Biomass(kg/ha),Biomass95%CL,BiomassDF,BiomassEstimation,BiomassNotes,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Order,Suborder,Infraorder,Superfamily,Family,Genus,SpecificEpithet,NodeNotes
EPB,114,74,2,larva,74.2,unk bivalve,bivalve,life stage,Species,,feeding,free-living,free-living,predator,,high,resident,,3.63E-05,,,approximation,average bivalve veliger encountered in csm plankton samples,,,,0.0017703,,,extrapolation and quantified apportionment,apportioned polychaete larvae and bivalve larvae biomass (quantified in csm plankton cores) to spp based on their adult/juvy proportional biomass abundances in the 3 estuaries),Animalia,Mollusca,,,Bivalvia,,,,,,,,,
EPB,115,75,1,adult,75.1,Acteocina inculta,snail,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,0.00650196,,,species,mean of csm & bsq,,,,2.6160855,,,extrapolation from other estuary,mean of csm&bsq; forced presence because assume 1st int. host for Hysterolecitha),Animalia,Mollusca,,,Gastropoda,,,,,,Scaphandridae,Acteocina,inculta,
EPB,116,76,1,adult,76.1,California Assiminea,snail,taxon,Species,,feeding,free-living,free-living,detritivore,,low,resident,,0.00218564,,,species,mean of csm & bsq,,,,3.7272634,,,extrapolation from other estuary,mean of csm&bsq;forced presence because assume 1st int. host for ass.microphallid-trem.mc),Animalia,Mollusca,,,Gastropoda,,,,,,Assimineidae,Assiminea,californica,
EPB,118,78,1,adult,78.1,Cloudy Bubble Snail,snail,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,0.16392734,0.09097491,2,population,individuals encountered during the random sampling described in Kuris et al. (2008),7084.39,16751.9133,7,1.1613247,2.74609659,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,,,Gastropoda,,,,,,Bullidae,Bulla,gouldiana,
EPB,119,79,1,adult,79.1,California Horn Snail,snail,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,0.72237749,0.28922151,3573,population,individuals encountered during the random sampling described in Kuris et al. (2008),1350870.8,1374715.95,4.02067572,854.39065,716.097812,4.02938504,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,,,Gastropoda,,,,,,Potamididae,Cerithidea,californica,
EPB,120,80,1,adult,80.1,Paper Bubble Snail,snail,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,0.05616945,0.00775684,6,population,individuals encountered during the random sampling described in Kuris et al. (2008),61892.31,98431.2095,8.05147561,3.3994578,5.33260262,7.94701145,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,,,Gastropoda,,,,,,Haminoeidae,Haminoea,vesicula,
EPB,121,81,1,adult,81.1,Littorina?,snail,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,0.08341169,,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),3542.19,8375.95667,7,0.2954604,0.69865271,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,,,Gastropoda,,,,,,,,,
EPB,122,82,1,adult,82.1,Salt Marsh Snail,snail,taxon,Species,,feeding,free-living,free-living,detritivore,,low,resident,,0.22456482,0.09540984,76,population,individuals encountered during the random sampling described in Kuris et al. (2008),37590.81,23708.4751,4.33227155,9.3770047,5.71190205,4.2428339,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,,,Gastropoda,,,,,,Ellobiidae,Melampus,olivaceus,
EPB,123,83,1,adult,83.1,Nassarius tegula,snail,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,0.45077395,0.15568186,65,population,individuals encountered during the random sampling described in Kuris et al. (2008),64683.73,141172.517,7.00000022,30.698528,66.4143463,7.0000001,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,,,Gastropoda,,,,,,Nassariidae,Nassarius,tegula,
EPB,124,84,1,adult,84.1,opisthobranch,snail,taxon,Species,,feeding,free-living,free-living,detritivore,,low,resident,,0.00073107,,6,population,individuals encountered during the random sampling described in Kuris et al. (2008),264821.13,626202.475,7,0.1936015,0.45779481,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,,,Gastropoda,Opistobranchia,,,,,,,,
EPB,125,85,1,adult,85.1,pyramidellid,snail,taxon,Species,,feeding,free-living,free-living,micropredator,,low,resident,,0.00274767,,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),26482.11,62620.2475,7,0.072764,0.17205962,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,,,Gastropoda,,,,,,Pyramidellidae,,,
EPB,126,86,1,adult,86.1,Black Salt Marsh Mosquito,mosquito,life stage,Species,,feeding,free-living,free-living,micropredator,,intermediate,resident,,0.0025,,,species,"literature (Koenraadt 2008) mass of congener, A. aegypti",,,,,,,,,Animalia,Arthropoda,Hexapoda,,,,Diptera,,,,Culicidae,Aedes,taeniorhynchus,
EPB,127,87,1,adult,87.1,Argulus,branchiuran,taxon,Genus,,feeding,free-living,free-living,micropredator,,,,,0.000264,,,species,volumetric; from photo on web,,,,,,,,,Animalia,Arthropoda,Crustacea,,Branchiura,,,,,,Argulidae,Argulus,,
EPB,130,90,1,adult,90.1,Western Encephalitis Mosquito,mosquito,life stage,Species,,feeding,free-living,free-living,micropredator,,intermediate,resident,,0.00217,,,species,literature (Gray & Bradley 2003),,,,,,,,,Animalia,Arthropoda,Hexapoda,,,,Diptera,,,,Culicidae,Culex,tarsalis,
EPB,132,92,1,adult,92.1,cyclopoid copepod,copepod,taxon,Order,,feeding,free-living,free-living,predator,,low,resident,,8.28E-06,,,species,set equal to body size of those at csm,,,,0.0544776,,,extrapolation from other estuary,"CSM plankton cores, adjusted for habitat area",Animalia,Arthropoda,Crustacea,,Copepoda,,Cyclopoida,,,,,,,
EPB,134,94,1,adult,94.1,Ephydra,dipteran,life stage,Species,,feeding,free-living,free-living,predator,,intermediate,resident,,0.03373598,,,approximation,estimate (0 .75 larva),,,,0.524222,,,biomass vs. body size relationship,known biomass v. body size relationship across species (Hechinger et al. in prep)),Animalia,Arthropoda,Hexapoda,,,,Diptera,,,,Ephydridae,,,
EPB,135,95,1,adult,95.1,gammaridean,amphipod,taxon,Infraorder,,feeding,free-living,free-living,predator,,low,resident,,0.00563829,0.00436145,9,population,individuals encountered during the random sampling described in Kuris et al. (2008),386230.08,433560.37,10.4753659,2.6818352,4.54986779,4.24691236,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,,Malacostraca,,Amphipoda,Gammaridea,,,,,,
EPB,140,100,1,adult,100.1,harpacticoid,copepod,taxon,Order,,feeding,free-living,free-living,predator,,low,resident,,5.17E-06,,,approximation,approximated to copepod.thalassinidean,,,,0.306053,,,extrapolation from other estuary,"CSM plankton cores, adjusted for habitat area",Animalia,Arthropoda,Crustacea,,Copepoda,,Harpacticoida,,,,,,,
EPB,144,104,1,adult,104.1,ostracod-planktonic,ostracod,taxon,Class,,feeding,free-living,free-living,predator,,low,resident,,3.61E-05,,,species,set equal to body size of those at csm,,,,0.2614925,,,extrapolation from other estuary,"CSM plankton cores, adjusted for habitat area",Animalia,Arthropoda,Crustacea,,Ostracoda,,,,,,,,,
EPB,149,109,1,adult,109.1,Salt Marsh Hopper,amphipod,taxon,Species,,feeding,free-living,free-living,detritivore,,low,resident,,0.00360519,,,species,set equal to body size of those at bsq,,,,3.3067643,,,extrapolation from other estuary,"set = to bsq; know is present, not adequately sampled, but important resource)",Animalia,Arthropoda,Crustacea,,Malacostraca,,Amphipoda,,,,Talitridae,Traskorchestia,traskiana,
EPB,150,110,1,adult,110.1,Salt Marsh Water Boatman,water boatman,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,0.00360519,,,approximation,approximated to Traskorchestia traskiana,,,,0.6770569,,,biomass vs. body size relationship,known biomass v. body size relationship across species (Hechinger et al. in prep)),Animalia,Arthropoda,Hexapoda,,,,Hemiptera,,,,Corixidae,Trichocorixia,sp.,
EPB,151,86,2,larva,86.2,Black Salt Marsh Mosquito,mosquito,life stage,Species,,feeding,free-living,free-living,detritivore,,low,resident,,0.0025,,,species,weight of congener (Koenraadt 2008),,,,,,,,,Animalia,Arthropoda,Hexapoda,,,,Diptera,,,,Culicidae,Aedes,taeniorhynchus,
EPB,152,90,2,larva,90.2,Western Encephalitis Mosquito,mosquito,life stage,Species,,feeding,free-living,free-living,detritivore,,low,resident,,0.00217,,,species,estimate from literature (Gray & Bradley 2003),,,,,,,,,Animalia,Arthropoda,Hexapoda,,,,Diptera,,,,Culicidae,Culex,tarsalis,
EPB,154,94,2,larva,94.2,Ephydra,dipteran,life stage,Species,,feeding,free-living,free-living,predator,,low,resident,,0.0449813,,,species,applied CSM body size,438953.53,760553.7,7.03089406,5.2422202,9.09991684,7.01730414,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Hexapoda,,,,Diptera,,,,Ephydridae,,,
EPB,156,94,3,pupa,94.3,Ephydra,dipteran,life stage,Species,,nonfeeding,free-living,free-living,nonfeeding,,low,resident,,0.0449813,,,species,set equal to mass estimate from CSM,,,,0.0008642,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Hexapoda,,,,Diptera,,,,Ephydridae,,,
EPB,157,111,1,adult,111.1,Calfornia Ghost Shrimp,burrowing shrimp,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,1.58558158,0.86808809,7,population,individuals encountered during the random sampling described in Kuris et al. (2008),29107.16,37240.6149,7.00000005,55.905694,70.8941533,7.00000001,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,,Malacostraca,,Decapoda,,,,Callianassidae,Neotrypaea,californiensis,
EPB,158,112,1,adult,112.1,Southern Mud Shrimp,burrowing shrimp,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,3.07112676,4.34353047,3,population,individuals encountered during the random sampling described in Kuris et al. (2008),10626.58,25127.87,7,32.635576,77.170874,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,,Malacostraca,,Decapoda,,,,Upogebiidae,Upogebia,macginitieorum,
EPB,159,113,1,adult,113.1,Green Shore Crab,crab,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,0.44680817,0.72373609,21,population,individuals encountered during the random sampling described in Kuris et al. (2008),7322.92,8983.40375,7.53774926,2.7576341,4.07638244,5.39546678,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,,Malacostraca,,Decapoda,,,,Grapsidae,Hemigrapsus,oregonensis,
EPB,160,114,1,adult,114.1,Striped Shore Crab,crab,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,4.53440702,4.05536916,66,population,individuals encountered during the random sampling described in Kuris et al. (2008),13448.99,29011.7772,4.00203172,60.891253,134.770798,4.00348377,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,,Malacostraca,,Decapoda,,,,Grapsidae,Pachygrapsus,crassipes,
EPB,161,115,1,adult,115.1,Fiddler Crab,crab,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,0.7787202,0.59051059,239,population,individuals encountered during the random sampling described in Kuris et al. (2008),96843.16,142282.525,4.00140221,51.551222,90.3389784,4.00013974,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,,Malacostraca,,Decapoda,,,,Oxypodidae,Uca,crenulata,
EPB,163,117,1,adult,117.1,Californian Anchovy,fish,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,0.98261246,,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),11.47,26.4447702,8,0.0112684,0.02598496,8,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Osteichthyes,,Clupeiformes,,,,Engraulidae,Engraulis,mordax,
EPB,164,118,1,adult,118.1,Topsmelt,fish,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,0.39968098,32.8164376,8,population,individuals encountered during the random sampling described in Kuris et al. (2008),359.81,635.433967,8,0.1438439,0.19688096,8,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Osteichthyes,,Atheriniformes,,,,Atherinopsidae,Atherinops,affinis,
EPB,165,119,1,adult,119.1,Arrow Goby,fish,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,0.31474977,14.0627395,13,population,individuals encountered during the random sampling described in Kuris et al. (2008),1295.42,1355.30734,5.00105323,0.3858801,0.43744334,5.00203598,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Osteichthyes,,Perciformes,,,,Gobiidae,Clevelandia,ios,
EPB,167,121,1,adult,121.1,California Killifish,fish,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,1.33713308,22.0459914,14,population,individuals encountered during the random sampling described in Kuris et al. (2008),5834.76,10880.7317,5.00505136,8.1387516,11.7706917,5.29468715,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Osteichthyes,,Cyprinodontiformes,,,,Fundulidae,Fundulus,parvipinnis,
EPB,168,122,1,adult,122.1,Long-jawed Mudsucker,fish,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,7.80927155,25.8033684,3,population,individuals encountered during the random sampling described in Kuris et al. (2008),3.01,4.25325636,9.67061805,0.0440355,0.08890225,2.08170775,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Osteichthyes,,Perciformes,,,,Gobiidae,Gillichthys,mirabilis,
EPB,169,123,1,adult,123.1,Opaleye,fish,taxon,Species,,feeding,free-living,free-living,predator,,intermediate,resident,,0.65917564,,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),0.25,0.57478261,8,0.0001643,0.00037888,8,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Osteichthyes,,Perciformes,,,,Kyphosidae,Girella,nigricans,
EPB,170,124,1,adult,124.1,Bay Blenny,fish,taxon,Species,,feeding,free-living,free-living,predator,,intermediate,resident,,0.28675078,,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),1.74,3.44869568,8,0.0004288,0.00098892,8,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Osteichthyes,,Perciformes,,,,Blenniidae,Hypsoblennius,gentilis,
EPB,171,125,1,adult,125.1,Diamond Turbot,fish,taxon,Species,,feeding,free-living,free-living,predator,,intermediate,resident,,129.558012,,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),15.95,40.9910604,5,2.0659604,5.31072029,5,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Osteichthyes,,Pleuronectiformes,,,,Plueronectidae,Hypsopsetta,guttulata,
EPB,172,126,1,adult,126.1,Cheekspot Goby,fish,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,0.27779251,,3,population,individuals encountered during the random sampling described in Kuris et al. (2008),31.97,51.5793329,5.00000024,0.0105199,0.0169472,5.00000049,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Osteichthyes,,Perciformes,,,,Gobiidae,Ilypnus,gilberti,
EPB,175,129,1,adult,129.1,Grey Smoothhound,elasmobranch,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,1256.2238,,,species,applied L to W regressions (FishBase) to estimates on general L of species in estuaries,,,,0.612106,,,"quantification, limited sampling",body weight multiplied by abundance estimates from Rosales Casi n (1997),Animalia,Chordata,Vertebrata,,Chondrichthyes,,Carcharhiniformes,,,,Triakidae,Mustelus,californicus,
EPB,176,130,1,adult,130.1,Sicklefin Smoothhound,elasmobranch,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,1256.2238,,,species,applied L to W regressions (FishBase) to estimates on general L of species in estuaries,,,,0.0680118,,,"quantification, limited sampling",body weight multiplied by abundance estimates from Rosales Casi n (1997),Animalia,Chordata,Vertebrata,,Chondrichthyes,,Carcharhiniformes,,,,Triakidae,Mustelus,lunulatus,
EPB,177,131,1,adult,131.1,California Bat Ray,elasmobranch,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,353.273946,,,species,applied L to W regressions (FishBase) to estimates on general L of species in estuaries,,,,0.1402588,,,"quantification, limited sampling",body weight multiplied by abundance estimates from Rosales Casi n (1997),Animalia,Chordata,Vertebrata,,Chondrichthyes,,Rajiformes,,,,Myliobatidae,Myliobatis,californica,
EPB,178,132,1,adult,132.1,California Halibut,fish,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,3.64311261,1.48792911,4,population,individuals encountered during the random sampling described in Kuris et al. (2008),132.68,328.040697,5.00000469,0.4806018,1.20191756,5.0000008,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Osteichthyes,,Pleuronectiformes,,,,Paralichthyidae,Paralichthys,californicus,
EPB,179,133,1,adult,133.1,Spotted Sandbass,fish,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,1.8670342,,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),31.89,81.9821207,5,0.0595443,0.15306342,5,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Osteichthyes,,Perciformes,,,,Serranidae,Paralabrax,maculofasciatus,
EPB,180,134,1,adult,134.1,Thornback Ray,elasmobranch,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,434.268491,,,species,applied L to W regressions (FishBase) to estimates on general L of species in estuaries,,,,0.1332303,,,"quantification, limited sampling",body weight multiplied by abundance estimates from Rosales Casi n (1997),Animalia,Chordata,Vertebrata,,Chondrichthyes,,Rajiformes,,,,Rhinobatidae,Platyrhinoidis,triseriata,
EPB,181,135,1,adult,135.1,Specklefin Midshipman,fish,taxon,Species,,feeding,free-living,free-living,predator,,intermediate,resident,,0.34220665,,2,population,individuals encountered during the random sampling described in Kuris et al. (2008),17.45,41.1708631,5.00078992,0.0059714,0.01408894,5.00078992,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Osteichthyes,,Batrachoidiformes,,,,Batrachoididae,Porichthys,myriaster,
EPB,182,136,1,adult,136.1,Shadow Goby,fish,taxon,Species,,feeding,free-living,free-living,predator,,low,resident,,0.42900956,,4,population,individuals encountered during the random sampling described in Kuris et al. (2008),48.59,122.988199,5.0000006,0.01572,0.03965864,5.00000134,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Osteichthyes,,Perciformes,,,,Gobiidae,Quietula,y-cauda,
EPB,183,137,1,adult,137.1,Shovelnose Guitarfish,elasmobranch,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,2048,,,species,applied L to W regressions (FishBase) to estimates on general L of species in estuaries,,,,0.3326353,,,"quantification, limited sampling",body weight multiplied by abundance estimates from Rosales Casi n (1997),Animalia,Chordata,Vertebrata,,Chondrichthyes,,Rajiformes,,,,Rhinobatidae,Rhinobatos,productus,
EPB,186,140,1,adult,140.1,Haller's Round Ray,elasmobranch,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,467.2,,,species,applied L to W regressions (FishBase) to estimates on general L of species in estuaries,,,,0.2529414,,,"quantification, limited sampling",body weight multiplied by abundance estimates from Rosales Casi n (1997),Animalia,Chordata,Vertebrata,,Chondrichthyes,,Rajiformes,,,,Urolophidae,Urolophus,halleri,
EPB,187,141,1,adult,141.1,American Avocet,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,304.3,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.38541215,22,0.0117918,0.11728092,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Recurvirostridae,Recurvirostra,americana,
EPB,188,142,1,adult,142.1,American Bittern,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,700,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.03803739,22,0.0038751,0.02662617,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Ciconiiformes,,,,Ardeidae,Botaurus,lentiginosus,
EPB,191,145,1,adult,145.1,American Wigeon,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,780,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",1.04,4.38762321,22,0.8117714,3.42234611,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Anseriformes,,,,Anatidae,Anas,americana,
EPB,192,146,1,adult,146.1,Black-bellied Plover,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,225.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.16,0.53536218,22,0.0362014,0.12072417,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Chardridae,Pluvialis,squatarola,
EPB,193,147,1,adult,147.1,Black-crowned Night Heron,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,869.6,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.15,0.87969227,22,0.1293747,0.7649804,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Ciconiiformes,,,,Ardeidae,Nycticorax,nycticorax,
EPB,195,149,1,adult,149.1,Black Skimmer,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,326.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.05505888,22,0.0018074,0.01797672,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Laridae,Rhynchops,niger,
EPB,196,150,1,adult,150.1,Black Turnstone,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,121.25,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.03,0.33035327,22,0.0040273,0.04005533,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Scolopacidae,Arenaria,melanocephala,
EPB,198,152,1,adult,152.1,Brant,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,1457.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.02,0.11411216,22,0.0242053,0.16631847,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Anseriformes,,,,Anatidae,Branta,bernicla,
EPB,199,153,1,adult,153.1,Brown Pelican,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,3057,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0,0.02752944,22,0.0084615,0.08415749,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Pelicaniformes,,,,Pelicanidae,Pelecanus,occidentalis,
EPB,200,154,1,adult,154.1,Bufflehead,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,401,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.08,0.66127982,22,0.031078,0.26517321,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Anseriformes,,,,Anatidae,Bucephala,albeola,
EPB,203,157,1,adult,157.1,California Gull,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,738,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",,,,,,,,,Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Laridae,Larus,californicus,
EPB,204,158,1,adult,158.1,Caspian Tern,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,655.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.0604281,22,0.0054431,0.03961062,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Laridae,Sterna,caspia,
EPB,205,159,1,adult,159.1,Cinnamon Teal,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,359,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.1,0.85550905,22,0.0347787,0.30712775,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Anseriformes,,,,Anatidae,Anas,cyanoptera,
EPB,206,160,1,adult,160.1,Clapper Rail,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,289.15,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.1,0.38185963,22,0.028212,0.11041471,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Gruiformes,,,,Rallidae,Rallus,longirostrus,
EPB,210,164,1,adult,164.1,Dunlin,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,51.45,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.14,0.87324397,22,0.0074053,0.0449284,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Scolopacidae,Calidris,alpina,
EPB,211,165,1,adult,165.1,Eared Grebe,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,397.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.03,0.11889853,22,0.0101772,0.04726216,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Podicipediformes,,,,Podicipedidae,Podiceps,nigricollis,
EPB,213,167,1,adult,167.1,Forster's Tern,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,158,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.05116734,22,0.0017493,0.00808444,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Laridae,Sterna,forsteri,
EPB,214,168,1,adult,168.1,Great Blue Heron,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,2400,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.11835403,22,0.1029661,0.28404968,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Ciconiiformes,,,,Ardeidae,Ardea,herodius,
EPB,215,169,1,adult,169.1,Great Egret,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,873.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.08,0.27852887,22,0.0676974,0.24329497,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Ciconiiformes,,,,Ardeidae,Egretta,alba,
